YEAR,MONTH_,ENTRY_NUMBER,ENTRYSTATUS,ITEM_NO,REGDATE,REGIME,CPC,COUNTRYOFORIGIN,COUNTRYOFDESTINATION,PORT_OF_DISCHARGE,HS_CHAPTER,HSCODE,DESCRIPTION,QUANTITY,FOB,FOBCURRENCYCODE,CIF_VALUE,CUSTOMSVALUE,IMPORT_DUTY,EXCISE,IMPORT_VAT,DUTY_RATE,EXCISE_RATE,VAT_RATE,BIF,VEHICLE_TAX,RML,PRL,PDL,OTHER_TAX,TAX_PAYABLE,TAX_REMITTED
2021,2021-08,2021ICD315644,IN_PROGRESS,1,08/26/2021 13:18:42,C4,C400,TR ,,ICD ,72,7216100000,PRIME QUALITY HOT ROLLED STEEL EQUAL ANGLES IN 6MTRS LENGTH QUALITY S275JR acc to EN10025  50mmx50mmx6mmx6mtrs 99 pcs/bundle TGHU1348528,"52,360","38,498",USD,"5,136,784","5,136,765","1,284,191",0,"1,027,353",25.0,0.0,16.0,,0,0,0,0,0,"2,311,544","6,721,179"
2021,2021-09,2021NMA211968,IN_PROGRESS,1,09/10/2021 09:02:54,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,269","26,488",USD,"3,270,453","3,270,468","817,617",0,"523,275",25.0,0.0,16.0,,0,0,0,0,0,"523,275","523,275"
2021,2021-09,2021MSA7868608,IN_PROGRESS,4,09/04/2021 11:50:12,C4,C400,CN ,,FOC ,48,4819100000,PACKAGING BOX ,"1,000","1,700",USD,"230,086","230,087","57,522",0,"46,017",25.0,0.0,16.0,,0,0,0,0,0,"103,539","1,001,462"
2021,2021-08,2021ICD314984,IN_PROGRESS,1,08/24/2021 09:50:51,C4,C400,SE ,,ICD ,48,4804390000,"4X40 CONTS 76 REELS BLEACHED KRAFT PAPER 1268MM,72GSM FOR THE MANUFACTURE OF TETRA PAK LIQUID PACKAGING MATERIAL","95,754","82,105",EUR,"11,901,507","11,901,516","1,190,152",0,"2,094,667",10.0,0.0,16.0,,0,0,0,0,0,"3,284,819","3,660,874"
2021,2021-09,2021MSA7881699,IN_PROGRESS,1,09/27/2021 12:17:35,R3,R300,LK ,AE ,MEX ,48,4819400000,360 PCS OF 3 PLY PAPER SACKS WITH ALUFOIL SIZE: 112X72X18CM,192,0,,"35,639","35,639","8,910",0,"7,128",25.0,0.0,16.0,"16,038",0,0,0,0,0,"16,038",
2021,2021-09,2021NMA213551,IN_PROGRESS,1,09/18/2021 13:37:30,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER ,"28,834","26,095",USD,"3,218,543","3,218,557","804,639",0,"514,969",25.0,0.0,16.0,,0,0,0,0,0,"514,969","514,969"
2021,2021-09,2021NMA215354,IN_PROGRESS,1,09/28/2021 09:05:33,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,517","25,808",USD,"3,197,717","3,197,731","799,433",0,"511,637",25.0,0.0,16.0,,0,0,0,0,0,"511,637","511,637"
2021,2021-09,2021ICD320872,IN_PROGRESS,1,09/15/2021 13:42:08,C4,C400,SE ,,ICD ,48,4804390000,4X40 CONTS 76 REELS BLEACHED KRAFT PAPER FOR THE MANUFACTURE OF TETRA PAK LIQUID PACKAGING MATERIAL 72GSM 1268MM,"95,658","82,027",EUR,"12,065,079","12,065,116","1,206,512",0,"2,123,460",10.0,0.0,16.0,,0,0,0,0,0,"3,329,972","3,710,829"
2021,2021-10,2021NMA218012,IN_PROGRESS,1,10/12/2021 12:56:22,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,997","26,242",USD,"3,261,547","3,261,535","815,384",0,"521,846",25.0,0.0,16.0,,0,0,0,0,0,"521,846","521,846"
2021,2021-10,2021NMA218673,IN_PROGRESS,1,10/15/2021 16:07:13,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER-80 GSM,"29,907","23,327",USD,"2,855,837","2,855,826","285,583",0,"456,932",10.0,0.0,16.0,,0,0,0,0,0,"456,932","456,932"
2021,2021-10,2021NMA219365,IN_PROGRESS,1,10/19/2021 12:22:42,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER BOARD,"28,479","25,774",USD,"3,207,651","3,207,662","801,916",0,"513,226",25.0,0.0,16.0,,0,0,0,0,0,"513,226","513,226"
2021,2021-10,2021ICD327483,IN_PROGRESS,1,10/18/2021 12:06:43,C4,C400,AT ,,ICD ,48,4804390000,"BLEACHED KRAFT PAPER-STARKRAFT FORMFILL 90GSM: REEL WIDTH-85CM; DIA-100CM,CORE-7.60CM","74,216","64,392",EUR,"9,093,040","9,093,054","909,305",0,"1,600,377",10.0,0.0,16.0,,0,0,0,0,0,"2,509,682","2,796,890"
2021,2021-11,2021NBI1881381,IN_PROGRESS,1,11/03/2021 12:47:10,C4,C410,SE ,,TKA ,48,4804390000,BLEACHED KRAFT PAPER - AXELLO TOUGH WHITE BLEACHED KRAFT PAPER IN REELS SUBS 120GSM  ,"70,537",0,,"9,316,284","9,316,284","931,628",0,"1,639,666",10.0,0.0,16.0,,0,0,0,0,0,"2,571,294","2,850,782"
2021,2021-10,2021MSA7891064,IN_PROGRESS,1,10/15/2021 08:59:12,R3,R300,LK ,RU ,MEX ,48,4819400000,1700 PCS OF 3 PLY PAPER SACKS WITH ALUFOIL SIZE: 112X72X18CM,909,0,,"168,295","168,295","42,074",0,"33,659",25.0,0.0,16.0,"75,733",0,0,0,0,0,"75,733",
2021,2021-11,2021ICD330199,IN_PROGRESS,8,11/01/2021 12:51:42,C4,C400,MY ,,ICD ,48,4819100000,"Empty Carton Boxes - DIN66 MF Powerlast Carton, Brand: Powerlast",360,940,USD,"137,295","137,295","34,324",0,"27,459",25.0,0.0,16.0,,0,0,0,0,0,"61,783","2,126,251"
2021,2021-10,2021NMA221369,IN_PROGRESS,1,10/30/2021 12:08:41,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,364","26,574",USD,"3,312,945","3,312,948","828,237",0,"530,072",25.0,0.0,16.0,,0,0,0,0,0,"530,072","530,072"
2021,2021-10,2021NMA218488,IN_PROGRESS,1,10/14/2021 15:09:22,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER,STD NS (GSM 175) INV:RMCSI-2021100022","29,143","26,374",USD,"3,229,525","3,229,511","807,378",0,"516,722",25.0,0.0,16.0,,0,0,0,0,0,"516,722","516,722"
2021,2021-12,2021ICD337969,IN_PROGRESS,1,12/01/2021 12:01:32,C4,C490,US ,,ICD ,48,4819100000,1X40 FT CNTR STC USED PERSONAL EFFECTS-USED BOXES                           ,658,200,USD,"25,317","26,710","6,678",0,"4,274",25.0,0.0,16.0,,0,0,0,0,0,0,"20,590"
2021,2021-12,2021ICD339456,IN_PROGRESS,35,12/09/2021 10:21:09,C4,C400,CN ,,KRC ,48,4819100000,1X40FT CNER STC  PACKAGING BOX,411,540,USD,"68,176","68,176","17,044",0,"13,635",25.0,0.0,16.0,,0,0,0,0,0,"30,679","2,200,724"
2021,2021-11,2021NMA222556,IN_PROGRESS,1,11/06/2021 13:57:25,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER-80 GSM,"29,813","22,509",USD,"2,775,449","2,775,457","277,546",0,"444,073",10.0,0.0,16.0,,0,0,0,0,0,"444,073","444,073"
2021,2021-11,2021MSA7909803,IN_PROGRESS,1,11/18/2021 08:36:23,R3,R300,IN ,CN ,MEX ,48,4819400000,30 BUNDLES  MULTIWALL PRINTED PAPER SACKS FOR TEA PACKING,"1,050",0,,"180,498","180,498","45,124",0,"36,100",25.0,0.0,16.0,"81,224",0,0,0,0,0,"81,224",
2021,2021-11,2021NMA224007,IN_PROGRESS,1,11/17/2021 10:42:51,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER-60/70GSM,"29,542","20,089",USD,"2,513,361","2,513,368","251,337",0,"402,139",10.0,0.0,16.0,,0,0,0,0,0,"402,139","402,139"
2021,2021-11,2021ICD331980,IN_PROGRESS,1,11/08/2021 12:21:44,C4,C400,FI ,,ICD ,48,4804390000,"AXELLO SWAN WHITE KRAFT PAPER,90  GSM","95,778","87,661",EUR,"12,438,374","12,438,345","1,243,835",0,"2,189,149",10.0,0.0,16.0,,0,0,0,0,0,"3,432,984","3,824,907"
2021,2021-11,2021ICD337236,IN_PROGRESS,1,11/27/2021 15:35:38,C4,C491,FI ,,ICD ,48,4804110000,"21 REELS STC 22,987.00 KGS OF BROWN KRAFTLINER UNBLEACHED PAPER AND PAPERBOARD SUBSTANCE 125 - 135 GSM, RW. 965MM - 1170MM, STUFFED INTO 1X40FT.DRY.CNER.  ","22,987","20,800",USD,"2,633,934","2,633,925","658,481",0,"421,428",25.0,0.0,16.0,"658,481",0,0,0,0,0,"421,428","475,442"
2021,2021-11,2021MSA7904997,IN_PROGRESS,4,11/09/2021 17:20:51,C4,C410,CN ,,MEX ,48,4819100000,15pcs FOC EMPTY CARTON BOX ,5,0,,"4,599","4,599","1,150",0,920,25.0,0.0,16.0,,0,0,0,0,0,"2,070","428,654"
2021,2021-11,2021ICD336405,IN_PROGRESS,3,11/25/2021 09:21:35,C4,C400,AT ,,ICD ,48,4804390000,1X40 FT CNER CONTAINING 4 REELS OF BLEACHED KRAFT PAPER. STARKRAFT BAGS. 45.0G/M2 RAW 72.00CM DIA 100.00CM CORE 7.60CM,"2,144","1,906",EUR,"270,546","270,546","27,055",0,"47,616",10.0,0.0,16.0,,0,0,0,0,0,"74,671","957,272"
2021,2021-12,2021NMA227810,IN_PROGRESS,1,12/20/2021 11:33:53,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"28,979","26,226",USD,"3,326,863","3,326,866","831,716",0,"532,299",25.0,0.0,16.0,,0,0,0,0,0,"532,299","532,299"
2021,2021-12,2021NMA227823,IN_PROGRESS,1,12/20/2021 11:42:05,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"29,126","26,359",USD,"3,343,740","3,343,742","835,936",0,"534,999",25.0,0.0,16.0,,0,0,0,0,0,"534,999","534,999"
2021,2021-11,2021NMA224286,IN_PROGRESS,1,11/19/2021 11:43:18,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,833","26,094",USD,"3,275,239","3,275,247","818,812",0,"524,040",25.0,0.0,16.0,,0,0,0,0,0,"524,040","524,040"
2021,2021-12,2021NMA228564,IN_PROGRESS,1,12/29/2021 14:45:22,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"28,740","28,884",USD,"3,631,725","3,631,713","907,928",0,"581,074",25.0,0.0,16.0,,0,0,0,0,0,"581,074","581,074"
2021,2021-12,2021NMA226058,IN_PROGRESS,1,12/04/2021 12:40:36,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER-80 GSM,"29,801","23,841",USD,"2,956,076","2,956,084","295,608",0,"472,973",10.0,0.0,16.0,,0,0,0,0,0,"472,973","472,973"
2021,2021-07,2021ICD306799,IN_PROGRESS,1,07/16/2021 15:22:48,C4,C400,FI ,,ICD ,48,4804390000," AXELLO TOUGH WHITE KRAFT PAPER 120gm2 83mm,1090mm","23,409","20,342",EUR,"2,835,274","2,835,279","283,528",0,"499,009",10.0,0.0,16.0,,0,0,0,0,0,"782,537","872,019"
2021,2021-07,2021ICD305979,IN_PROGRESS,1,07/14/2021 12:56:26,C4,C400,EG ,,ICD ,72,7217200000,"75.719MT LOW CARBON HOT DIPPED GALVANIZED WIRE SIZE: 1.60MM, GRADE:SAE1008","75,719","79,808",USD,"8,891,839","8,891,839","2,222,960",0,"1,422,694",25.0,0.0,16.0,,0,0,0,0,0,"1,422,694","6,770,519"
2021,2021-07,2021NMA198770,IN_PROGRESS,1,07/05/2021 10:45:29,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER, STD, NS (125 GSM) RMCSI-2021070009","29,097","26,333",USD,"3,144,015","3,144,018","786,005",0,"503,043",25.0,0.0,16.0,,0,0,0,0,0,"503,043","503,043"
2021,2021-07,2021ICD306605,IN_PROGRESS,2,07/16/2021 11:10:32,C4,C400,CN ,,ICD ,48,4811599000,12 PKGS PRINTED PAPER BOARD LFA250-DCS FRESHA MAISHA 6in,"8,521","24,824",USD,"2,750,689","2,750,689","275,069",0,"484,121",10.0,0.0,16.0,,0,0,0,0,0,"759,190","2,623,936"
2021,2021-07,2021NMA201746,IN_PROGRESS,1,07/21/2021 08:00:48,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,748","26,017",USD,"3,159,767","3,159,762","789,940",0,"505,562",25.0,0.0,16.0,,0,0,0,0,0,"505,562","505,562"
2021,2021-07,2021ICD303994,IN_PROGRESS,1,07/05/2021 07:32:24,C4,C400,CN ,,ICD ,72,7217200000,GALVANIZED BINDING WIRE SINO BRAND  (PART IDF),"55,750","36,238",USD,"4,130,138","4,130,142","1,503,198",0,"901,334",25.0,0.0,16.0,,0,0,0,0,0,"2,404,532","4,434,292"
2021,2021-07,2021ICD309690,IN_PROGRESS,1,07/30/2021 17:11:18,C4,C400,RU ,,ICD ,48,4804210000,"KRAFT PAPER,80GSM,R/WIDTH-350MM","23,821","18,086",USD,"2,320,245","2,320,245","580,061",0,"464,049",25.0,0.0,16.0,,0,0,0,0,0,"1,044,110","1,176,226"
2021,2021-07,2021ICD309304,IN_PROGRESS,2,07/29/2021 01:24:04,C4,C400,CN ,,ICD ,48,4819100000,NEW EMPTY BOXES PACKED SEPARATELY TO PACK SONAPLAST QT 83000PCS,"1,267",116,USD,"14,810","14,810","3,703",0,"2,962",25.0,0.0,16.0,,0,0,0,0,0,"6,665","305,729"
2021,2021-08,2021MSA7848801,IN_PROGRESS,1,08/03/2021 08:44:08,R3,R300,LK ,IN ,MEX ,48,4819400000,800 PCS OF 3 PLY PAPER SACKS WITH ALUFOIL SIZE 112X72X18CM ,416,0,,"86,524","86,524","21,631",0,"17,305",25.0,0.0,16.0,"38,936",0,0,0,0,0,"38,936",
2021,2021-07,2021NBI1870878,IN_PROGRESS,2,07/26/2021 11:04:46,C4,C410,FI ,,NEX ,48,4811599000,"PE COATED BOARD, SUBSTANCE 430 GSM, RW. 510MM - 978MM","5,971",0,,"467,020","467,020","46,702",0,"82,196",10.0,0.0,16.0,,0,0,0,0,0,"128,898","620,104"
2021,2021-07,2021NMA203739,IN_PROGRESS,1,07/30/2021 10:34:15,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"29,056","26,296",USD,"3,193,967","3,193,967","798,492",0,"511,035",25.0,0.0,16.0,,0,0,0,0,0,"511,035","511,035"
2021,2021-08,2021ICD314673,IN_PROGRESS,1,08/23/2021 10:57:20,C4,C400,FI ,,ICD ,48,4804390000,2X40 FT CNERS CONTAINING 48 REELS OF AXELLO SWAN (WHITE KRAFT PAPER) 75 G/M2 SIZE 670MM,"23,344","19,794",EUR,"2,773,373","2,773,375","277,338",0,"488,114",10.0,0.0,16.0,,0,0,0,0,0,"765,452","1,706,513"
2021,2021-09,2021ICD323426,IN_PROGRESS,1,09/28/2021 13:36:00,C4,C400,CN ,,ICD ,48,4811599000,8 PKGS PRINTED PAPER BOARD LCA200B FRESHA MAISHA 6IN,"6,623","15,128",USD,"1,858,955","1,858,947","185,895",0,"327,175",10.0,0.0,16.0,,0,0,0,0,0,"513,070","620,729"
2021,2021-09,2021NMA211881,IN_PROGRESS,1,09/09/2021 15:57:14,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,380","25,684",USD,"3,171,121","3,171,106","792,777",0,"507,377",25.0,0.0,16.0,,0,0,0,0,0,"507,377","507,377"
2021,2021-09,2021ICD321356,IN_PROGRESS,1,09/17/2021 11:13:46,C4,C400,SE ,,ICD ,48,4804390000,"1X40 CONT 18 REELS BLEACHED KRAFT PAPER 72GSM, 1292MM FOR THE MANUFACTURE OF TETRA PAK LIQUID PACKAGING MATERIAL","23,120","19,823",EUR,"2,917,409","2,917,418","291,742",0,"513,466",10.0,0.0,16.0,,0,0,0,0,0,"805,208","897,295"
2021,2021-09,2021NMA215355,IN_PROGRESS,1,09/28/2021 09:09:42,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,135","26,367",USD,"3,267,013","3,266,998","816,750",0,"522,720",25.0,0.0,16.0,,0,0,0,0,0,"522,720","522,720"
2021,2021-09,2021ICD322017,IN_PROGRESS,4,09/21/2021 17:03:28,C4,C400,RU ,,ICD ,48,4804310000,"3X40 FT CNERS CONTAINING 131 REELS OF BROWN KRAFT PAPER 80GSM, WIDTH 350MM,CORE/OD 76MM/1000MM","23,755","18,145",USD,"2,334,660","2,334,658","583,664",0,"466,932",25.0,0.0,16.0,,0,0,0,0,0,"1,050,596","3,378,609"
2021,2021-09,2021ICD317433,IN_PROGRESS,52,09/02/2021 15:18:36,C4,C400,CN ,,ICD ,48,4819400000,PAPER WINE BAG,32,175,USD,"20,469","20,469","5,117",0,"4,094",25.0,0.0,16.0,,0,0,0,0,0,"9,211","3,743,447"
2021,2021-09,2021NMA215407,IN_PROGRESS,1,09/28/2021 11:00:53,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER- 60 / 70 GSM,"28,583","19,151",USD,"2,368,470","2,368,481","236,848",0,"378,957",10.0,0.0,16.0,,0,0,0,0,0,"378,957","378,957"
2021,2021-08,2021MSA7864182,IN_PROGRESS,6,08/28/2021 10:01:50,C4,C410,CN ,,MEX ,48,4819100000,1 CARTONS (FOC) EMPTY CARTON BOXES,15,0,,"3,354","3,354",838,0,671,25.0,0.0,16.0,,0,0,0,0,0,"1,509","388,781"
2021,2021-09,2021LLA41230,IN_PROGRESS,1,09/21/2021 10:14:47,C4,C404,TZ ,,LLA ,25,2523100000,CLINKER IN BULK ,"29,700","1,634",USD,"216,503","216,503","21,650",0,"34,640",10.0,0.0,16.0,,0,0,0,0,0,"34,640","34,640"
2021,2021-09,2021ICD319965,IN_PROGRESS,4,09/13/2021 11:37:23,C4,C400,CN ,,ICD ,48,4819100000,NEW 1000PC OF EMPTY COLOUR BOX TO PACK KALUMAPLAST PACKED SEPARATELY QTY 30000PCS ,567,42,USD,"5,100","5,100","1,275",0,"1,020",25.0,0.0,16.0,,0,0,0,0,0,"2,295","280,093"
2021,2021-10,2021NMA218016,IN_PROGRESS,1,10/12/2021 12:59:50,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,761","26,029",USD,"3,235,001","3,235,015","808,754",0,"517,602",25.0,0.0,16.0,,0,0,0,0,0,"517,602","517,602"
2021,2021-10,2021MSA7891134,IN_PROGRESS,1,10/15/2021 09:53:44,R3,R300,KE ,EG ,MEX ,48,4819400000,03 PLY MUL TIWALLED PLAIN PAPER SACKS FOR TEA PACKING  (ys),"1,646",0,,"315,900","315,900","78,975",0,"63,180",25.0,0.0,16.0,"142,155",0,0,0,0,0,"142,155",
2021,2021-10,2021ICD327831,IN_PROGRESS,35,10/19/2021 11:51:00,C4,C400,ZA ,,ICD ,48,4819300000,Game MEDIUM HANDLE BAG 260X150X430MM,315,"12,250",ZAR,"102,218","102,212","25,553",0,"20,442",25.0,0.0,16.0,,0,0,0,0,0,"45,995","1,806,126"
2021,2021-11,2021ICD330673,IN_PROGRESS,9,11/02/2021 15:16:15,C4,C400,US ,,ICD ,48,4819400000,WALL MART,60,120,USD,"14,360","14,360","3,590",0,"2,872",25.0,0.0,16.0,,0,0,0,0,0,"6,462",
2021,2021-10,2021MSA7896743,IN_PROGRESS,1,10/26/2021 12:46:46,R3,R300,LK ,EG ,MEX ,48,4819400000,8160-03 PLY MULTIWALLED P LAIN PAPER SACKS  FOR TEA PACKING   SM,"4,080",0,,"826,159","826,159","206,540",0,"165,232",25.0,0.0,16.0,"371,772",0,0,0,0,0,"371,772",
2021,2021-10,2021NMA220299,IN_PROGRESS,1,10/25/2021 09:06:46,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER AND PAPER BOARD,"28,967","26,215",USD,"3,262,614","3,262,626","815,656",0,"522,020",25.0,0.0,16.0,,0,0,0,0,0,"522,020","522,020"
2021,2021-11,2021NMA224958,IN_PROGRESS,1,11/25/2021 08:50:44,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,779","26,045",USD,"3,279,846","3,279,835","819,959",0,"524,774",25.0,0.0,16.0,,0,0,0,0,0,"524,774","524,774"
2021,2021-12,2021NMA225656,IN_PROGRESS,1,12/01/2021 09:28:19,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER-80 GSM,"29,709","24,658",USD,"3,048,691","3,048,699","304,870",0,"487,792",10.0,0.0,16.0,,0,0,0,0,0,"487,792",
2021,2021-12,2021NMA225725,IN_PROGRESS,1,12/01/2021 13:41:48,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"28,751","26,020",USD,"3,281,975","3,281,984","820,496",0,"525,117",25.0,0.0,16.0,,0,0,0,0,0,"525,117","525,117"
2021,2021-12,2021NMA228215,IN_PROGRESS,1,12/24/2021 12:07:48,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER-80 GSM,"29,802","23,842",USD,"2,973,030","2,973,032","297,303",0,"475,685",10.0,0.0,16.0,,0,0,0,0,0,"475,685","475,685"
2021,2021-12,2021NMA226154,IN_PROGRESS,1,12/06/2021 09:05:33,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,342","26,555",USD,"3,349,438","3,349,447","837,362",0,"535,912",25.0,0.0,16.0,,0,0,0,0,0,"535,912","535,912"
2021,2021-11,2021ICD335211,IN_PROGRESS,5,11/22/2021 09:55:50,C4,C400,PK ,,ICD ,48,4819100000,1 X 20FT CNTR STC RUBBER PARTS PACKING MATERIALS ICD EMBAKASI,800,20,USD,"2,793","2,793",698,0,559,25.0,0.0,16.0,,0,0,0,0,0,"1,257","709,778"
2021,2021-11,2021NMA223553,IN_PROGRESS,1,11/13/2021 10:28:34,C4,C404,TZ ,,NMA ,48,4804110000,"   KRAFT LINER  ,STD,NS(GSM-125) INVOICE-RMCSI-2021110035","28,643","25,922",USD,"3,197,910","3,197,907","799,477",0,"511,665",25.0,0.0,16.0,,0,0,0,0,0,"511,665","511,665"
2021,2021-11,2021ICD333300,IN_PROGRESS,2,11/12/2021 12:24:04,C4,C400,IN ,,ICD ,72,7217200000,GALVANISED STITCHING WIRE-20/22/24G IN 2KG SPOOLS,"4,679","10,206",USD,"1,225,122","1,225,121","306,280",0,"245,024",25.0,0.0,16.0,,0,0,0,0,0,"551,304","2,499,480"
2021,2021-11,2021ICD336948,IN_PROGRESS,5,11/26/2021 12:14:32,C4,C400,IT ,,ICD ,48,4819100000,"LOCK COMPONENTS - SINGLE BOX WITH WINDOW,MULTIPLE BOX,BOX WITH LABEL",72,"1,525",EUR,"198,517","198,516","49,629",0,"39,703",25.0,0.0,16.0,,0,0,0,0,0,"89,332","8,352,283"
2021,2021-12,2021ICD339222,IN_PROGRESS,34,12/07/2021 15:11:31,C4,C400,CN ,,ICD ,48,4819100000,LIGHT BULB SET PACKAGING-4000PCS,93,520,USD,"60,334","60,334","15,083",0,"12,067",25.0,0.0,16.0,,0,0,0,0,0,"27,150","2,300,806"
