YEAR,MONTH_,ENTRY_NUMBER,ENTRYSTATUS,ITEM_NO,REGDATE,REGIME,CPC,COUNTRYOFORIGIN,COUNTRYOFDESTINATION,PORT_OF_DISCHARGE,HS_CHAPTER,HSCODE,DESCRIPTION,QUANTITY,FOB,FOBCURRENCYCODE,CIF_VALUE,CUSTOMSVALUE,IMPORT_DUTY,EXCISE,IMPORT_VAT,DUTY_RATE,EXCISE_RATE,VAT_RATE,BIF,VEHICLE_TAX,RML,PRL,PDL,OTHER_TAX,TAX_PAYABLE,TAX_REMITTED
2022,2022-01,2022NMA230267,IN_PROGRESS,1,01/18/2022 11:10:28,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER BOARD,"28,172","25,355",USD,"3,244,558","3,244,570","811,142",0,"519,131",25.0,0.0,16.0,,0,0,0,0,0,"519,131","519,131"
2022,2022-04,2022NBI1894634,IN_PROGRESS,1,04/07/2022 10:13:56,C4,C410,RU ,,TKA ,48,4804210000,UNBLEACHED SACK KRAFT  PAPER IN REELS SUBS 80GSM DIA 1000MM CORE 76MM,"20,719",0,,"2,342,976","2,342,976","585,744",0,"468,595",25.0,0.0,16.0,,0,0,0,0,0,"1,054,339","1,124,629"
2022,2022-01,2022NMA228919,IN_PROGRESS,1,01/03/2022 13:57:52,C4,C404,TZ ,,NMA ,48,4804110000,"  KRAFT LINER STD,NS (GSM-125) INVOICE-RMCSI-2021120091","28,995","26,240",USD,"3,283,430","3,283,424","820,856",0,"525,348",25.0,0.0,16.0,,0,0,0,0,0,"525,348","525,348"
2022,2022-01,2022NMA229485,IN_PROGRESS,1,01/10/2022 11:05:39,C4,C404,TZ ,,NMA ,48,4804110000," KRAFT LINER STD,NS(GSM-150) INV:RMCSI-202210032","28,106","25,295",USD,"3,184,989","3,185,000","796,250",0,"509,600",25.0,0.0,16.0,,0,0,0,0,0,"509,600","509,600"
2022,2022-05,2022NBI1895431,IN_PROGRESS,1,05/09/2022 09:05:46,C4,C410,RU ,,TKA ,48,4804210000,UNBLEACHED SEMI EXTENSIBLE SACK KRAFT PAPER IN REELS - SKS SUBS 70GSM RW 1470MM DIA 1200MM CORE 76MM,"47,833",0,,"5,537,552","5,537,552","1,384,388",0,"1,107,510",25.0,0.0,16.0,,0,0,0,0,0,"2,491,898","2,658,024"
2022,2022-01,2022NMA229122,IN_PROGRESS,1,01/05/2022 17:02:02,C4,C404,TZ ,,NMA ,48,4804110000,"  KRAFT LINER STD,NS (GSM-150)  INV:RMCSI-2022010017","28,907","26,016",USD,"3,273,463","3,273,458","818,364",0,"523,753",25.0,0.0,16.0,,0,0,0,0,0,"523,753","523,753"
2022,2022-05,2022NBI1895335,IN_PROGRESS,1,05/04/2022 13:06:41,C4,C410,NL ,,NEX ,48,4811599000,FOIL SUBSTANCE 125 GSM ,855,0,,"73,549","73,549","7,355",0,"12,945",10.0,0.0,16.0,,0,0,0,0,0,"20,300","734,760"
2022,2022-01,2022NMA229814,IN_PROGRESS,1,01/13/2022 10:24:16,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,912","26,021",USD,"3,325,470","3,325,482","831,370",0,"532,077",25.0,0.0,16.0,,0,0,0,0,0,"532,077","532,077"
2022,2022-01,2022NMA230230,IN_PROGRESS,1,01/18/2022 08:00:01,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"29,005","29,005",USD,"3,674,544","3,674,557","918,639",0,"587,929",25.0,0.0,16.0,,0,0,0,0,0,"587,929","587,929"
2022,2022-01,2022NMA229487,IN_PROGRESS,1,01/10/2022 11:17:46,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER STD,NS(GSM-175) INV:  RMCSI-2022010033","28,805","25,925",USD,"3,264,200","3,264,211","816,053",0,"522,274",25.0,0.0,16.0,,0,0,0,0,0,"522,274","522,274"
2022,2022-05,2022NBI1895811,IN_PROGRESS,1,05/18/2022 14:18:28,C4,C410,FI ,,TKA ,48,4804390000,BLEACHED KRAFT PAPER - AXELLO SWAN (WHITE KRAFT PAPER) BLEACHED KRAFT PAPER IN REELS SUBS 90GSM,"23,604",0,,"2,926,523","2,926,523","292,652",0,"515,068",10.0,0.0,16.0,,0,0,0,0,0,"807,720","895,516"
2022,2022-01,2022MSA7936315,IN_PROGRESS,1,01/26/2022 15:34:30,R3,R300,LK ,GB ,MEX ,48,4819400000,1200 PCS OF 3 PLY PAPER SACKS WITH ALUFOIL SIZE: 112 X 72 X 18CM,601,0,,"153,601","153,601","38,400",0,"30,720",25.0,0.0,16.0,"69,120",0,0,0,0,0,"69,120",
2022,2022-01,2022NMA230232,IN_PROGRESS,1,01/18/2022 08:01:47,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"28,926","28,926",USD,"3,664,535","3,664,548","916,137",0,"586,328",25.0,0.0,16.0,,0,0,0,0,0,"586,328","586,328"
2022,2022-01,2022NBI1888920,IN_PROGRESS,1,01/17/2022 10:49:57,C4,C410,US ,,NEX ,48,4804110000,KRAFTLINER - RHINOKRAFT PAPER IN REELS OF USA ORIGIN SUBS 127 GSM,"93,778",0,,"5,342,116","5,342,116","1,335,529",0,"1,068,423",25.0,0.0,16.0,,0,0,0,0,0,"2,403,952","2,564,216"
2022,2022-01,2022NMA231368,IN_PROGRESS,1,01/29/2022 10:34:11,C4,C404,TZ ,,NMA ,48,4804390000,MG KRAFT PAPER-80GSM,"29,848","24,774",USD,"3,052,504","3,094,364","309,436",0,"495,098",10.0,0.0,16.0,,0,0,0,0,0,"495,098","495,098"
2022,2022-01,2022NMA231375,IN_PROGRESS,1,01/29/2022 11:00:22,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,348","25,513",USD,"3,269,144","3,269,156","817,289",0,"523,065",25.0,0.0,16.0,,0,0,0,0,0,"523,065","523,065"
2022,2022-02,2022NBI1891711,IN_PROGRESS,1,02/14/2022 10:21:43,C4,C410,RU ,,TKA ,48,4804210000,UNBLEACHED SACK KRAFT  PAPER IN REELS SUBS 80GSM ,"24,095",0,,"2,803,168","2,803,168","700,792",0,"560,634",25.0,0.0,16.0,,0,0,0,0,0,"1,261,426","1,345,522"
2022,2022-01,2022NMA229831,IN_PROGRESS,1,01/13/2022 11:57:06,C4,C404,TZ ,,NMA ,48,4804110000,"  KRAFT LINER STD,NS(GSM-150/175)  INV: RMCSI-2022010045","29,192","26,273",USD,"3,308,055","3,308,067","827,017",0,"529,291",25.0,0.0,16.0,,0,0,0,0,0,"529,291",
2022,2022-01,2022NMA231073,IN_PROGRESS,1,01/26/2022 13:19:28,C4,C404,TZ ,,NMA ,48,4804110000," KRAFT LINER STD,NS(GSM-125)  INVOICE-RMCSI-2022010071","2,732","24,587",USD,"3,103,919","3,103,930","775,983",0,"496,629",25.0,0.0,16.0,,0,0,0,0,0,"496,629","496,629"
2022,2022-01,2022MSA7936430,IN_PROGRESS,1,01/27/2022 10:22:43,R3,R300,IN ,KZ ,MEX ,48,4819400000,96 BUNDLES   MULTIWALL PRINTED PAPER SACKS  FOR TEA PACKING           ng,"3,360",0,,"577,594","577,594","144,398",0,"115,519",25.0,0.0,16.0,"259,917",0,0,0,0,0,"259,917",
2022,2022-01,2022MSA7937252,IN_PROGRESS,1,01/29/2022 11:36:13,R3,R300,LK ,EG ,MEX ,48,4819400000,4590pcs-03 PLY MULTIWALLED  PLAIN PAPER SACKS FOR TEA PACKING            ng,"2,189",0,,"430,267","430,267","107,567",0,"86,053",25.0,0.0,16.0,"193,620",0,0,0,0,0,"193,620",
2022,2022-01,2022NMA229000,IN_PROGRESS,1,01/04/2022 14:33:23,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,958","26,062",USD,"3,328,427","3,328,421","832,105",0,"532,547",25.0,0.0,16.0,,0,0,0,0,0,"532,547","532,547"
2022,2022-01,2022NMA230874,IN_PROGRESS,1,01/25/2022 07:58:32,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,282","26,354",USD,"3,372,397","3,372,409","843,102",0,"539,585",25.0,0.0,16.0,,0,0,0,0,0,"539,585","539,585"
2022,2022-02,2022MSA7939693,IN_PROGRESS,1,02/07/2022 12:06:33,R3,R300,LK ,EG ,MEX ,48,4819400000,3072 PCS OF 4 PLY PAPER SACKS WITH ALUFOIL SIZE: 90 X 72 X 18CM,"1,851",0,,"359,058","359,058","89,764",0,"71,812",25.0,0.0,16.0,"161,576",0,0,0,0,0,"161,576",
2022,2022-01,2022MSA7934033,IN_PROGRESS,1,01/19/2022 08:54:44,R3,R300,LK ,GB ,MEX ,48,4819400000,02PLY MULTIWALL PAPER SACKS LAMINATION - ALUFOIL/LDPE 1120X720X180MM VALVE TYPE,595,0,,"182,765","182,765","45,691",0,"36,553",25.0,0.0,16.0,"82,244",0,0,0,0,0,"82,244",
2022,2022-01,2022MSA7929198,IN_PROGRESS,1,01/04/2022 14:58:23,R3,R300,IN ,AZ ,MEX ,48,4819400000,10BUNDLES - 03 PLY  MULTIWA LL PAPER SACKS FOR TEA PACKING                        ng,271,0,,"45,655","45,655","11,414",0,"9,131",25.0,0.0,16.0,"20,545",0,0,0,0,0,"20,545",
2022,2022-01,2022NMA229453,IN_PROGRESS,1,01/10/2022 09:44:58,C4,C404,TZ ,,NMA ,48,4804110000," KRAFT LINER STD,NS(GSM-175) INVOICE-RMCSI-2022010033","28,805","25,925",USD,"3,264,200","3,264,211","816,053",0,"522,274",25.0,0.0,16.0,,0,0,0,0,0,"522,274",
2022,2022-01,2022NMA230233,IN_PROGRESS,1,01/18/2022 08:02:31,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"32,238","29,014",USD,"3,712,838","3,712,851","928,213",0,"594,056",25.0,0.0,16.0,,0,0,0,0,0,"594,056","594,056"
2022,2022-01,2022MSA7934824,IN_PROGRESS,1,01/21/2022 09:15:50,R3,R300,LK ,EG ,MEX ,48,4819400000,5610pcs-03 PLY MUL TIWALLED PLAIN PAPER SACKS FOR TEA PACKING           ng,"3,006",0,,"579,150","579,150","144,788",0,"115,830",25.0,0.0,16.0,"260,618",0,0,0,0,0,"260,618",
2022,2022-01,2022MSA7934821,IN_PROGRESS,1,01/21/2022 09:11:47,R3,R300,LK ,EG ,MEX ,48,4819400000,4080pcs-03 PLY MUL TIWALLED PLAIN PAPER SACKS  FOR TEA PAkCING                 ng,"2,187",0,,"421,200","421,200","105,300",0,"84,240",25.0,0.0,16.0,"189,540",0,0,0,0,0,"189,540",
2022,2022-01,2022NMA228916,IN_PROGRESS,1,01/03/2022 12:52:32,C4,C404,TZ ,,NMA ,48,4804110000,"   KRAFT LINER  STD,NS (GSM-175)  INVOICE-RMCSI2022010005","28,453","25,608",USD,"3,222,052","3,222,046","805,512",0,"515,527",25.0,0.0,16.0,,0,0,0,0,0,"515,527","515,527"
2022,2022-04,2022NBI1894433,IN_PROGRESS,1,04/04/2022 11:58:15,C4,C410,SE ,,NEX ,48,4811599000,"PE COATED PAPER, SUBSTANCE 45 - 136 GSM","26,681",0,,"2,130,864","2,130,864","213,086",0,"375,032",10.0,0.0,16.0,,0,0,0,0,0,"588,118","652,044"
2022,2022-01,2022MSA7933376,IN_PROGRESS,1,01/17/2022 09:23:42,R3,R300,LK ,EG ,MEX ,48,4819400000,2048 PCS OF 4 PLY PAPER SACKS WITH ALUFOIL SIZE: 90 X 72 X 18CM,"1,234",0,,"239,372","239,372","59,843",0,"47,874",25.0,0.0,16.0,"107,717",0,0,0,0,0,"107,717",
2022,2022-01,2022NMA231372,IN_PROGRESS,1,01/29/2022 10:56:49,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,014","26,113",USD,"3,345,949","3,345,960","836,490",0,"535,354",25.0,0.0,16.0,,0,0,0,0,0,"535,354","535,354"
2022,2022-01,2022NMA229624,IN_PROGRESS,1,01/11/2022 13:03:25,C4,C404,TZ ,,NMA ,48,4804110000," KRAFT LINER  STD,NS(GSM_175) INV:  RMCSI-2022010036","29,053","26,148",USD,"3,292,303","3,292,315","823,079",0,"526,770",25.0,0.0,16.0,,0,0,0,0,0,"526,770","526,770"
2022,2022-01,2022NBI1889606,IN_PROGRESS,1,01/24/2022 15:30:53,C4,C410,NL ,,NEX ,48,4811599000,"PE COATED PAPER AND PAPERBOARD,  SUBSTANCE 95-110 GSM, RW. 450MM - 1860MM","24,941",0,,"1,692,696","1,692,696","169,270",0,"297,914",10.0,0.0,16.0,,0,0,0,0,0,"467,184","517,964"
2022,2022-01,2022MSA7930909,IN_PROGRESS,1,01/10/2022 08:46:41,R3,R300,LK ,AE ,MEX ,48,4819400000,380 PCS OF 3 PLY PAPER SACKS WITH ALUFOIL SIZE: 112 X 72 X 18CM,190,0,,"48,640","48,640","12,160",0,"9,728",25.0,0.0,16.0,"21,888",0,0,0,0,0,"21,888",
2022,2022-01,2022NMA229812,IN_PROGRESS,1,01/13/2022 10:20:43,C4,C404,TZ ,,NMA ,48,4804110000,SACK KRAFT PAPER,"31,947","28,752",USD,"3,674,556","3,674,569","918,642",0,"587,931",25.0,0.0,16.0,,0,0,0,0,0,"587,931","587,931"
2022,2022-01,2022NMA230229,IN_PROGRESS,1,01/18/2022 07:57:31,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"28,935","28,935",USD,"3,665,675","3,665,688","916,422",0,"586,510",25.0,0.0,16.0,,0,0,0,0,0,"586,510","586,510"
2022,2022-02,2022NMA231666,IN_PROGRESS,1,02/01/2022 09:36:46,C4,C404,TZ ,,NMA ,48,4804110000," KRAFT LINER STD,NS(GSM-175)  INVOICE- RMCSI-2022010084","28,842","25,958",USD,"3,278,487","3,278,499","819,625",0,"524,560",25.0,0.0,16.0,,0,0,0,0,0,"524,560",
2022,2022-01,2022NMA230750,IN_PROGRESS,1,01/24/2022 09:36:36,C4,C404,TZ ,,NMA ,48,4804110000," KRAFT LINER STD,NS(GSM-125)  INVOICE-RMCSI-2022010067","28,802","25,922",USD,"3,272,414","3,272,426","818,106",0,"523,588",25.0,0.0,16.0,,0,0,0,0,0,"523,588","523,588"
2022,2022-01,2022MSA7937243,IN_PROGRESS,1,01/29/2022 11:17:21,R3,R300,LK ,EG ,MEX ,48,4819400000,3570pcs-03 PLY MULTIWALLED  PLAIN PAPER SACKS FOR TEA PACKING            ng,"1,915",0,,"376,483","376,483","94,121",0,"75,297",25.0,0.0,16.0,"169,418",0,0,0,0,0,"169,418",
2022,2022-05,2022MSA7961530,IN_PROGRESS,1,05/31/2022 13:44:54,R3,R300,LK ,GB ,MEX ,48,4819400000,98 BUNDLES OF 02PLY MULTIWALL PAPER SACKS,"1,665",0,,"511,436","511,436","127,859",0,"102,287",25.0,0.0,16.0,"230,146",0,0,0,0,0,"230,146",
2022,2022-01,2022NMA231369,IN_PROGRESS,1,01/29/2022 10:45:37,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,715","25,844",USD,"3,311,468","3,311,480","827,870",0,"529,837",25.0,0.0,16.0,,0,0,0,0,0,"529,837","529,837"
2022,2022-01,2022MSA7934100,IN_PROGRESS,1,01/19/2022 10:21:43,R3,R300,LK ,EG ,MEX ,48,4819400000,205PACKETS CARBON FOOT PRINT PAPER SACKS - VALVE TYPE 2PLIES 80GSM EXTENSIBLE SACK KRAFT PAPER/1NNER PLY 97GSM METALIZED ALU EXTENSIBLE SACK KRAFT PAPER (SIZE 94CMSX72CMSX18CMS) - PART IDF,"4,816",0,,"1,249,877","1,249,877","312,469",0,"249,975",25.0,0.0,16.0,"562,444",0,0,0,0,0,"562,444",
2022,2022-01,2022MSA7930307,IN_PROGRESS,1,01/07/2022 10:02:38,R3,R300,LK ,EG ,MEX ,48,4819400000,400 PACKETS CARBON FOOT PRINT PAPER SACKS - VALVE TYPE 2PLIES 80GSM EXTENSIBLE SACK KRAFT PAPER/1NNER PLY 97GSM METALIZED ALU EXTENSIBLE SACK KRAFT PAPER ,"9,397",0,,"2,438,766","2,438,766","609,692",0,"487,753",25.0,0.0,16.0,"1,097,445",0,0,0,0,0,"1,097,445",
2022,2022-01,2022NMA228946,IN_PROGRESS,1,01/04/2022 08:57:38,C4,C404,TZ ,,NMA ,48,4804110000,"   KRAFT LINER STD,NS (GSM-125/175/150)   INVOICE:RMCSI-2022010009","29,380","26,442",USD,"3,327,026","3,327,021","831,755",0,"532,323",25.0,0.0,16.0,,0,0,0,0,0,"532,323","532,323"
2022,2022-02,2022MSA7939690,IN_PROGRESS,1,02/07/2022 12:01:43,R3,R300,LK ,EG ,MEX ,48,4819400000,2048 PCS OF 4 PLY PAPER SACKS WITH ALUFOIL SIZE: 90 X 72 X 18CM ,"1,234",0,,"239,372","239,372","59,843",0,"47,874",25.0,0.0,16.0,"107,717",0,0,0,0,0,"107,717",
2022,2022-01,2022NBI1888344,IN_PROGRESS,1,01/10/2022 09:57:01,C4,C410,SE ,,NEX ,48,4805110000,BILLERUD FLUTE SEMI CHEMICAL FLUTING PAPER IN REELS SUBS 110GSM,"46,451",0,,"3,172,014","3,172,014","317,201",0,"558,274",10.0,0.0,16.0,,0,0,0,0,0,"875,475","970,635"
2022,2022-01,2022MSA7934872,IN_PROGRESS,1,01/21/2022 10:38:33,R3,R300,LK ,EG ,MEX ,48,4819400000,3570pcs-03 PLY MULTIWALLED  PLAIN PAPER SACKS FOR TEA PACKING                ng,"1,915",0,,"376,483","376,483","94,121",0,"75,297",25.0,0.0,16.0,"169,418",0,0,0,0,0,"169,418",
2022,2022-02,2022NBI1891713,IN_PROGRESS,1,02/14/2022 10:31:43,C4,C410,RU ,,TKA ,48,4804210000,UNBLEACHED SACK KRAFT PAPER IN REELS  SUBS 80GSM  DIA 1000MM CORE 76MM,"99,231",0,,"11,091,687","11,091,687","2,772,922",0,"2,218,337",25.0,0.0,16.0,,0,0,0,0,0,"4,991,259","5,324,009"
2022,2022-01,2022NMA229001,IN_PROGRESS,1,01/04/2022 14:36:39,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER AND PAPER BOARD,"29,136","26,222",USD,"3,348,887","3,348,881","837,220",0,"535,821",25.0,0.0,16.0,,0,0,0,0,0,"535,821","535,821"
2022,2022-01,2022NMA229004,IN_PROGRESS,1,01/04/2022 14:40:32,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,858","26,117",USD,"3,316,936","3,316,930","829,232",0,"530,709",25.0,0.0,16.0,,0,0,0,0,0,"530,709","530,709"
2022,2022-01,2022NMA231186,IN_PROGRESS,1,01/27/2022 10:06:33,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,274","26,347",USD,"3,375,932","3,375,944","843,986",0,"540,151",25.0,0.0,16.0,,0,0,0,0,0,"540,151","540,151"
2022,2022-01,2022NMA230876,IN_PROGRESS,1,01/25/2022 08:05:11,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,172","26,255",USD,"3,359,728","3,359,740","839,935",0,"537,558",25.0,0.0,16.0,,0,0,0,0,0,"537,558","537,558"
2022,2022-01,2022NMA228957,IN_PROGRESS,1,01/04/2022 10:35:43,C4,C404,TZ ,,NMA ,48,4804110000,"  KRAFT LINER STD,NS (GSM-175) INVOICE-RMCSI-2022010008","29,029","26,126",USD,"3,287,279","3,287,273","821,818",0,"525,964",25.0,0.0,16.0,,0,0,0,0,0,"525,964","525,964"
2022,2022-01,2022NBI1889981,IN_PROGRESS,1,01/27/2022 09:24:28,C4,C410,PL ,,NEX ,48,4805110000,SEMI CHEMICAL FLUTING  PAPER IN REELS SUBS 112GSM,4,0,,945,945,94,0,166,10.0,0.0,16.0,,0,0,0,0,0,260,288
2022,2022-01,2022NBI1888615,IN_PROGRESS,1,01/12/2022 15:43:07,C4,C410,RU ,,TKA ,48,4804210000,UNBLEACHED SACK KRAFT PAPER IN REELS SUBS 80 GSM,"95,951",0,,"10,033,048","10,033,048","2,508,262",0,"2,006,610",25.0,0.0,16.0,,0,0,0,0,0,"4,514,872","4,815,864"
2022,2022-01,2022NMA230875,IN_PROGRESS,1,01/25/2022 07:59:20,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,787","25,908",USD,"3,315,387","3,315,399","828,850",0,"530,464",25.0,0.0,16.0,,0,0,0,0,0,"530,464","530,464"
2022,2022-01,2022NMA229003,IN_PROGRESS,1,01/04/2022 14:39:42,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER AND PAPER BOARD,"28,775","25,898",USD,"3,307,393","3,307,387","826,847",0,"529,182",25.0,0.0,16.0,,0,0,0,0,0,"529,182","529,182"
2022,2022-01,2022MSA7930911,IN_PROGRESS,1,01/10/2022 08:52:58,R3,R300,LK ,UA ,MEX ,48,4819400000,400 PCS OF 3 PLY PAPER SACKS WITH ALUFOIL SIZE: 112 X 72 X 18CM ,201,0,,"51,201","51,201","12,800",0,"10,240",25.0,0.0,16.0,"23,040",0,0,0,0,0,"23,040",
2022,2022-01,2022NMA229007,IN_PROGRESS,1,01/04/2022 14:45:28,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,364","26,428",USD,"3,375,093","3,375,087","843,772",0,"540,014",25.0,0.0,16.0,,0,0,0,0,0,"540,014","540,014"
2022,2022-01,2022NMA229142,IN_PROGRESS,1,01/06/2022 08:58:58,C4,C404,TZ ,,NMA ,48,4804110000,"   KRAFT LINER STD,NS(GSM-150)  INV:RMCSI-2022010019","29,246","26,321",USD,"3,311,852","3,311,846","827,962",0,"529,895",25.0,0.0,16.0,,0,0,0,0,0,"529,895","529,895"
2022,2022-01,2022NMA229092,IN_PROGRESS,1,01/05/2022 12:32:19,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,290","26,361",USD,"3,366,587","3,366,581","841,645",0,"538,653",25.0,0.0,16.0,,0,0,0,0,0,"538,653","538,653"
2022,2022-01,2022NMA229815,IN_PROGRESS,1,01/13/2022 10:24:55,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"29,291","26,362",USD,"3,369,062","3,369,074","842,269",0,"539,052",25.0,0.0,16.0,,0,0,0,0,0,"539,052","539,052"
2022,2022-01,2022NMA230600,IN_PROGRESS,1,01/22/2022 08:54:19,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER STD,NS(GSM-150)INV:2022010062","28,990","26,091",USD,"3,289,426","3,289,437","822,359",0,"526,310",25.0,0.0,16.0,,0,0,0,0,0,"526,310","526,310"
2022,2022-01,2022MSA7931549,IN_PROGRESS,1,01/11/2022 14:19:46,R3,R300,LK ,EG ,MEX ,48,4819400000,4080pcs-03 PLY MULTIWALLED  PLAIN PAPER SACKS FOR TEA PACKING                    ng,"2,190",0,,"430,267","430,267","107,567",0,"86,053",25.0,0.0,16.0,"193,620",0,0,0,0,0,"193,620",
2022,2022-01,2022NMA230751,IN_PROGRESS,1,01/24/2022 09:44:30,C4,C404,TZ ,,NMA ,48,4804110000,"  KRAFT LINER  STD,NS(GSM-125) INVOICE-2022010068","28,585","25,727",USD,"3,247,759","3,247,771","811,943",0,"519,643",25.0,0.0,16.0,,0,0,0,0,0,"519,643","519,643"
2022,2022-02,2022MSA7941435,IN_PROGRESS,1,02/12/2022 09:08:10,R3,R300,LK ,EG ,MEX ,48,4819400000,2048 PCS OF 4 PLY PAPER SACKS WITH ALUFOIL SIZE: 90 X 72 X 18CM,"1,234",0,,"239,372","239,372","59,843",0,"47,874",25.0,0.0,16.0,"107,717",0,0,0,0,0,"107,717",
2022,2022-01,2022NMA230235,IN_PROGRESS,1,01/18/2022 08:04:32,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER BOARD,"27,101","24,391",USD,"3,121,211","3,121,222","780,306",0,"499,396",25.0,0.0,16.0,,0,0,0,0,0,"499,396","499,396"
